YearsGroup,DevType,Language,Count,Rank
senior,Academic researcher,Python,1454,1
senior,Academic researcher,JavaScript,1337,2
senior,Academic researcher,HTML/CSS,1235,3
senior,Academic researcher,SQL,1184,4
senior,Academic researcher,Java,833,5
senior,Academic researcher,C++,801,6
senior,Academic researcher,C,706,7
senior,Academic researcher,Bash/Shell/PowerShell,607,8
senior,Academic researcher,PHP,538,9
senior,Academic researcher,C#,515,10
senior,Academic researcher,TypeScript,503,11
senior,Academic researcher,R,403,12
senior,Academic researcher,Bash/Shell,342,13
senior,Academic researcher,Go,252,14
senior,Academic researcher,Assembly,192,15
senior,Academic researcher,Ruby,183,16
senior,Academic researcher,Rust,178,17
senior,Academic researcher,Node.js,163,18
senior,Academic researcher,Kotlin,146,19
senior,Academic researcher,VBA,145,20
senior,Academic researcher,PowerShell,129,21
senior,Academic researcher,Scala,123,22
senior,Academic researcher,Swift,103,23
senior,Academic researcher,Objective-C,94,24
senior,Academic researcher,Dart,93,25
senior,Academic researcher,Perl,81,26
senior,Academic researcher,Other(s):,78,27
senior,Academic researcher,Matlab,75,28
senior,Academic researcher,Haskell,67,29
senior,Academic researcher,Julia,58,30
senior,Academic researcher,MATLAB,57,31
senior,Academic researcher,Bash/Shell (all shells),35,32
senior,Academic researcher,Groovy,27,33
senior,Academic researcher,Erlang,25,34
senior,Academic researcher,Delphi,25,35
senior,Academic researcher,LISP,24,36
senior,Academic researcher,Elixir,20,37
senior,Academic researcher,Lua,20,38
senior,Academic researcher,Clojure,19,39
senior,Academic researcher,F#,16,40
senior,Academic researcher,Fortran,11,41
senior,Academic researcher,Crystal,10,42
senior,Academic researcher,APL,8,43
senior,Academic researcher,Solidity,8,44
senior,Academic researcher,SAS,7,45
senior,Academic researcher,COBOL,7,46
senior,Academic researcher,OCaml,6,47
senior,Academic researcher,WebAssembly,6,48
senior,Academic researcher,Prolog,3,49
senior,Academic researcher,Nim,3,50
senior,Academic researcher,Lisp,2,51
senior,Academic researcher,Visual Basic (.Net),2,52
senior,Academic researcher,Cobol,1,53
senior,Blockchain,JavaScript,328,1
senior,Blockchain,TypeScript,262,2
senior,Blockchain,Python,216,3
senior,Blockchain,SQL,210,4
senior,Blockchain,HTML/CSS,207,5
senior,Blockchain,Solidity,139,6
senior,Blockchain,Java,132,7
senior,Blockchain,Bash/Shell,128,8
senior,Blockchain,Go,119,9
senior,Blockchain,Rust,114,10
senior,Blockchain,PHP,88,11
senior,Blockchain,C++,88,12
senior,Blockchain,C#,84,13
senior,Blockchain,C,77,14
senior,Blockchain,Kotlin,58,15
senior,Blockchain,PowerShell,54,16
senior,Blockchain,Ruby,41,17
senior,Blockchain,Bash/Shell (all shells),34,18
senior,Blockchain,Swift,32,19
senior,Blockchain,Dart,32,20
senior,Blockchain,Groovy,27,21
senior,Blockchain,Assembly,26,22
senior,Blockchain,Haskell,25,23
senior,Blockchain,Lua,24,24
senior,Blockchain,Scala,23,25
senior,Blockchain,Objective-C,21,26
senior,Blockchain,R,19,27
senior,Blockchain,MATLAB,19,28
senior,Blockchain,Elixir,19,29
senior,Blockchain,Perl,16,30
senior,Blockchain,Clojure,14,31
senior,Blockchain,OCaml,13,32
senior,Blockchain,VBA,11,33
senior,Blockchain,Julia,10,34
senior,Blockchain,Delphi,10,35
senior,Blockchain,Erlang,9,36
senior,Blockchain,LISP,9,37
senior,Blockchain,F#,8,38
senior,Blockchain,SAS,7,39
senior,Blockchain,COBOL,5,40
senior,Blockchain,Crystal,5,41
senior,Blockchain,Fortran,4,42
senior,Blockchain,APL,3,43
senior,Blockchain,Apex,2,44
senior,Blockchain,GDScript,1,45
senior,Blockchain,Cobol,1,46
senior,Cloud infrastructure engineer,JavaScript,1944,1
senior,Cloud infrastructure engineer,SQL,1723,2
senior,Cloud infrastructure engineer,Python,1709,3
senior,Cloud infrastructure engineer,HTML/CSS,1451,4
senior,Cloud infrastructure engineer,TypeScript,1330,5
senior,Cloud infrastructure engineer,Bash/Shell,1308,6
senior,Cloud infrastructure engineer,Java,1010,7
senior,Cloud infrastructure engineer,Go,863,8
senior,Cloud infrastructure engineer,C#,846,9
senior,Cloud infrastructure engineer,PowerShell,595,10
senior,Cloud infrastructure engineer,PHP,493,11
senior,Cloud infrastructure engineer,C++,420,12
senior,Cloud infrastructure engineer,Rust,403,13
senior,Cloud infrastructure engineer,C,364,14
senior,Cloud infrastructure engineer,Bash/Shell (all shells),304,15
senior,Cloud infrastructure engineer,Ruby,299,16
senior,Cloud infrastructure engineer,Kotlin,279,17
senior,Cloud infrastructure engineer,Groovy,259,18
senior,Cloud infrastructure engineer,Scala,176,19
senior,Cloud infrastructure engineer,Lua,151,20
senior,Cloud infrastructure engineer,Dart,134,21
senior,Cloud infrastructure engineer,Swift,119,22
senior,Cloud infrastructure engineer,Assembly,104,23
senior,Cloud infrastructure engineer,Elixir,96,24
senior,Cloud infrastructure engineer,Perl,95,25
senior,Cloud infrastructure engineer,VBA,84,26
senior,Cloud infrastructure engineer,Objective-C,75,27
senior,Cloud infrastructure engineer,R,74,28
senior,Cloud infrastructure engineer,Clojure,67,29
senior,Cloud infrastructure engineer,MATLAB,53,30
senior,Cloud infrastructure engineer,Delphi,52,31
senior,Cloud infrastructure engineer,Erlang,51,32
senior,Cloud infrastructure engineer,F#,50,33
senior,Cloud infrastructure engineer,Solidity,49,34
senior,Cloud infrastructure engineer,Haskell,40,35
senior,Cloud infrastructure engineer,Julia,35,36
senior,Cloud infrastructure engineer,LISP,33,37
senior,Cloud infrastructure engineer,Crystal,16,38
senior,Cloud infrastructure engineer,COBOL,12,39
senior,Cloud infrastructure engineer,Fortran,11,40
senior,Cloud infrastructure engineer,OCaml,10,41
senior,Cloud infrastructure engineer,SAS,10,42
senior,Cloud infrastructure engineer,APL,9,43
senior,Cloud infrastructure engineer,Visual Basic (.Net),9,44
senior,Cloud infrastructure engineer,Lisp,8,45
senior,Cloud infrastructure engineer,GDScript,6,46
senior,Cloud infrastructure engineer,Zig,5,47
senior,Cloud infrastructure engineer,Cobol,3,48
senior,Cloud infrastructure engineer,Prolog,3,49
senior,Cloud infrastructure engineer,Nim,3,50
senior,Cloud infrastructure engineer,Ada,2,51
senior,Cloud infrastructure engineer,Flow,1,52
senior,Cloud infrastructure engineer,Raku,1,53
senior,Cloud infrastructure engineer,Apex,1,54
senior,Data or business analyst,SQL,2971,1
senior,Data or business analyst,JavaScript,2405,2
senior,Data or business analyst,HTML/CSS,2213,3
senior,Data or business analyst,Python,2144,4
senior,Data or business analyst,C#,1301,5
senior,Data or business analyst,Java,1146,6
senior,Data or business analyst,TypeScript,941,7
senior,Data or business analyst,PHP,931,8
senior,Data or business analyst,Bash/Shell/PowerShell,722,9
senior,Data or business analyst,Bash/Shell,705,10
senior,Data or business analyst,C++,628,11
senior,Data or business analyst,R,615,12
senior,Data or business analyst,VBA,608,13
senior,Data or business analyst,C,532,14
senior,Data or business analyst,PowerShell,442,15
senior,Data or business analyst,Node.js,361,16
senior,Data or business analyst,Go,313,17
senior,Data or business analyst,Ruby,246,18
senior,Data or business analyst,Scala,215,19
senior,Data or business analyst,Kotlin,198,20
senior,Data or business analyst,Assembly,160,21
senior,Data or business analyst,Perl,156,22
senior,Data or business analyst,Swift,146,23
senior,Data or business analyst,Rust,144,24
senior,Data or business analyst,Dart,129,25
senior,Data or business analyst,Delphi,122,26
senior,Data or business analyst,Objective-C,107,27
senior,Data or business analyst,Groovy,73,28
senior,Data or business analyst,Julia,64,29
senior,Data or business analyst,Haskell,57,30
senior,Data or business analyst,Matlab,53,31
senior,Data or business analyst,F#,43,32
senior,Data or business analyst,MATLAB,43,33
senior,Data or business analyst,Elixir,42,34
senior,Data or business analyst,Other(s):,38,35
senior,Data or business analyst,Clojure,36,36
senior,Data or business analyst,Bash/Shell (all shells),34,37
senior,Data or business analyst,LISP,30,38
senior,Data or business analyst,Erlang,25,39
senior,Data or business analyst,SAS,24,40
senior,Data or business analyst,COBOL,21,41
senior,Data or business analyst,Lua,20,42
senior,Data or business analyst,Fortran,18,43
senior,Data or business analyst,Crystal,17,44
senior,Data or business analyst,Solidity,14,45
senior,Data or business analyst,APL,13,46
senior,Data or business analyst,Visual Basic (.Net),7,47
senior,Data or business analyst,WebAssembly,5,48
senior,Data or business analyst,OCaml,4,49
senior,Data or business analyst,Prolog,1,50
senior,Data or business analyst,Apex,1,51
senior,Data or business analyst,Cobol,1,52
senior,Data scientist or machine learning specialist,Python,3642,1
senior,Data scientist or machine learning specialist,SQL,2773,2
senior,Data scientist or machine learning specialist,JavaScript,2223,3
senior,Data scientist or machine learning specialist,HTML/CSS,1982,4
senior,Data scientist or machine learning specialist,Java,1321,5
senior,Data scientist or machine learning specialist,C++,1124,6
senior,Data scientist or machine learning specialist,R,1120,7
senior,Data scientist or machine learning specialist,Bash/Shell/PowerShell,891,8
senior,Data scientist or machine learning specialist,TypeScript,846,9
senior,Data scientist or machine learning specialist,C,844,10
senior,Data scientist or machine learning specialist,C#,833,11
senior,Data scientist or machine learning specialist,Bash/Shell,832,12
senior,Data scientist or machine learning specialist,PHP,594,13
senior,Data scientist or machine learning specialist,Go,524,14
senior,Data scientist or machine learning specialist,Scala,456,15
senior,Data scientist or machine learning specialist,Rust,353,16
senior,Data scientist or machine learning specialist,PowerShell,346,17
senior,Data scientist or machine learning specialist,Node.js,336,18
senior,Data scientist or machine learning specialist,VBA,326,19
senior,Data scientist or machine learning specialist,Ruby,264,20
senior,Data scientist or machine learning specialist,Kotlin,250,21
senior,Data scientist or machine learning specialist,Assembly,218,22
senior,Data scientist or machine learning specialist,Swift,176,23
senior,Data scientist or machine learning specialist,Bash/Shell (all shells),173,24
senior,Data scientist or machine learning specialist,Julia,151,25
senior,Data scientist or machine learning specialist,Dart,134,26
senior,Data scientist or machine learning specialist,Perl,134,27
senior,Data scientist or machine learning specialist,Haskell,119,28
senior,Data scientist or machine learning specialist,Matlab,117,29
senior,Data scientist or machine learning specialist,Objective-C,115,30
senior,Data scientist or machine learning specialist,MATLAB,106,31
senior,Data scientist or machine learning specialist,Groovy,81,32
senior,Data scientist or machine learning specialist,Clojure,73,33
senior,Data scientist or machine learning specialist,Other(s):,65,34
senior,Data scientist or machine learning specialist,Elixir,61,35
senior,Data scientist or machine learning specialist,Lua,57,36
senior,Data scientist or machine learning specialist,SAS,47,37
senior,Data scientist or machine learning specialist,Delphi,46,38
senior,Data scientist or machine learning specialist,LISP,45,39
senior,Data scientist or machine learning specialist,F#,42,40
senior,Data scientist or machine learning specialist,Erlang,39,41
senior,Data scientist or machine learning specialist,Solidity,23,42
senior,Data scientist or machine learning specialist,Fortran,16,43
senior,Data scientist or machine learning specialist,COBOL,15,44
senior,Data scientist or machine learning specialist,Visual Basic (.Net),11,45
senior,Data scientist or machine learning specialist,Crystal,11,46
senior,Data scientist or machine learning specialist,APL,10,47
senior,Data scientist or machine learning specialist,OCaml,10,48
senior,Data scientist or machine learning specialist,Lisp,7,49
senior,Data scientist or machine learning specialist,Prolog,7,50
senior,Data scientist or machine learning specialist,GDScript,5,51
senior,Data scientist or machine learning specialist,WebAssembly,5,52
senior,Data scientist or machine learning specialist,Zig,2,53
senior,Data scientist or machine learning specialist,Apex,1,54
senior,Data scientist or machine learning specialist,Ada,1,55
senior,Database administrator,SQL,5146,1
senior,Database administrator,JavaScript,4894,2
senior,Database administrator,HTML/CSS,4480,3
senior,Database administrator,Python,2835,4
senior,Database administrator,C#,2621,5
senior,Database administrator,PHP,2368,6
senior,Database administrator,TypeScript,2153,7
senior,Database administrator,Java,2043,8
senior,Database administrator,Bash/Shell,1418,9
senior,Database administrator,Bash/Shell/PowerShell,1370,10
senior,Database administrator,C++,1140,11
senior,Database administrator,C,1034,12
senior,Database administrator,PowerShell,829,13
senior,Database administrator,Node.js,826,14
senior,Database administrator,Go,805,15
senior,Database administrator,VBA,674,16
senior,Database administrator,Ruby,553,17
senior,Database administrator,Kotlin,415,18
senior,Database administrator,Rust,364,19
senior,Database administrator,Swift,348,20
senior,Database administrator,Perl,341,21
senior,Database administrator,R,328,22
senior,Database administrator,Dart,322,23
senior,Database administrator,Assembly,318,24
senior,Database administrator,Objective-C,249,25
senior,Database administrator,Delphi,188,26
senior,Database administrator,Scala,186,27
senior,Database administrator,Elixir,125,28
senior,Database administrator,Groovy,121,29
senior,Database administrator,Haskell,98,30
senior,Database administrator,Clojure,85,31
senior,Database administrator,F#,73,32
senior,Database administrator,Erlang,73,33
senior,Database administrator,Lua,68,34
senior,Database administrator,Other(s):,62,35
senior,Database administrator,Matlab,57,36
senior,Database administrator,Crystal,49,37
senior,Database administrator,LISP,43,38
senior,Database administrator,MATLAB,42,39
senior,Database administrator,Julia,36,40
senior,Database administrator,COBOL,31,41
senior,Database administrator,Bash/Shell (all shells),28,42
senior,Database administrator,Solidity,28,43
senior,Database administrator,Fortran,17,44
senior,Database administrator,SAS,14,45
senior,Database administrator,APL,14,46
senior,Database administrator,WebAssembly,11,47
senior,Database administrator,Apex,8,48
senior,Database administrator,OCaml,8,49
senior,Database administrator,Visual Basic (.Net),6,50
senior,Database administrator,Lisp,3,51
senior,Database administrator,Cobol,1,52
senior,Designer,JavaScript,3173,1
senior,Designer,HTML/CSS,2937,2
senior,Designer,SQL,2636,3
senior,Designer,C#,1596,4
senior,Designer,Python,1511,5
senior,Designer,TypeScript,1494,6
senior,Designer,PHP,1398,7
senior,Designer,Java,1370,8
senior,Designer,C++,850,9
senior,Designer,Bash/Shell/PowerShell,759,10
senior,Designer,C,735,11
senior,Designer,Bash/Shell,646,12
senior,Designer,Node.js,568,13
senior,Designer,PowerShell,421,14
senior,Designer,VBA,374,15
senior,Designer,Go,335,16
senior,Designer,Kotlin,301,17
senior,Designer,Ruby,284,18
senior,Designer,Swift,281,19
senior,Designer,Dart,234,20
senior,Designer,Assembly,221,21
senior,Designer,Objective-C,202,22
senior,Designer,R,162,23
senior,Designer,Rust,162,24
senior,Designer,Perl,161,25
senior,Designer,Delphi,105,26
senior,Designer,Scala,90,27
senior,Designer,Groovy,71,28
senior,Designer,Other(s):,45,29
senior,Designer,Elixir,38,30
senior,Designer,MATLAB,37,31
senior,Designer,Haskell,37,32
senior,Designer,F#,35,33
senior,Designer,Lua,34,34
senior,Designer,Matlab,33,35
senior,Designer,LISP,27,36
senior,Designer,Clojure,24,37
senior,Designer,Erlang,21,38
senior,Designer,COBOL,20,39
senior,Designer,Julia,18,40
senior,Designer,Crystal,17,41
senior,Designer,Solidity,14,42
senior,Designer,Fortran,11,43
senior,Designer,APL,10,44
senior,Designer,Bash/Shell (all shells),9,45
senior,Designer,SAS,8,46
senior,Designer,OCaml,5,47
senior,Designer,WebAssembly,4,48
senior,Designer,Visual Basic (.Net),2,49
senior,Designer,Nim,1,50
senior,Designer,Ada,1,51
senior,Designer,GDScript,1,52
senior,DevOps specialist,JavaScript,6925,1
senior,DevOps specialist,SQL,6194,2
senior,DevOps specialist,HTML/CSS,5735,3
senior,DevOps specialist,Python,5108,4
senior,DevOps specialist,TypeScript,3884,5
senior,DevOps specialist,Java,3626,6
senior,DevOps specialist,C#,3350,7
senior,DevOps specialist,Bash/Shell,2943,8
senior,DevOps specialist,PHP,2294,9
senior,DevOps specialist,Go,2218,10
senior,DevOps specialist,Bash/Shell/PowerShell,2126,11
senior,DevOps specialist,PowerShell,1514,12
senior,DevOps specialist,C++,1512,13
senior,DevOps specialist,Node.js,1419,14
senior,DevOps specialist,C,1385,15
senior,DevOps specialist,Ruby,1099,16
senior,DevOps specialist,Kotlin,860,17
senior,DevOps specialist,Rust,825,18
senior,DevOps specialist,Groovy,627,19
senior,DevOps specialist,Scala,487,20
senior,DevOps specialist,Perl,430,21
senior,DevOps specialist,VBA,414,22
senior,DevOps specialist,Dart,399,23
senior,DevOps specialist,Swift,394,24
senior,DevOps specialist,Assembly,377,25
senior,DevOps specialist,Bash/Shell (all shells),372,26
senior,DevOps specialist,R,313,27
senior,DevOps specialist,Objective-C,304,28
senior,DevOps specialist,Elixir,205,29
senior,DevOps specialist,Haskell,173,30
senior,DevOps specialist,Clojure,150,31
senior,DevOps specialist,Lua,134,32
senior,DevOps specialist,Delphi,108,33
senior,DevOps specialist,F#,104,34
senior,DevOps specialist,Erlang,96,35
senior,DevOps specialist,LISP,76,36
senior,DevOps specialist,MATLAB,74,37
senior,DevOps specialist,Matlab,70,38
senior,DevOps specialist,Crystal,50,39
senior,DevOps specialist,Julia,50,40
senior,DevOps specialist,Other(s):,50,41
senior,DevOps specialist,Solidity,46,42
senior,DevOps specialist,COBOL,37,43
senior,DevOps specialist,Visual Basic (.Net),23,44
senior,DevOps specialist,Lisp,15,45
senior,DevOps specialist,APL,15,46
senior,DevOps specialist,Fortran,14,47
senior,DevOps specialist,OCaml,14,48
senior,DevOps specialist,WebAssembly,14,49
senior,DevOps specialist,SAS,10,50
senior,DevOps specialist,GDScript,9,51
senior,DevOps specialist,Apex,5,52
senior,DevOps specialist,Zig,5,53
senior,DevOps specialist,Cobol,4,54
senior,DevOps specialist,Ada,3,55
senior,DevOps specialist,Raku,3,56
senior,DevOps specialist,Prolog,2,57
senior,DevOps specialist,Flow,1,58
senior,DevOps specialist,Nim,1,59
senior,Developer Advocate,JavaScript,49,1
senior,Developer Advocate,SQL,42,2
senior,Developer Advocate,HTML/CSS,40,3
senior,Developer Advocate,TypeScript,29,4
senior,Developer Advocate,Java,25,5
senior,Developer Advocate,C#,25,6
senior,Developer Advocate,Python,23,7
senior,Developer Advocate,Bash/Shell (all shells),16,8
senior,Developer Advocate,PHP,13,9
senior,Developer Advocate,Go,13,10
senior,Developer Advocate,Rust,12,11
senior,Developer Advocate,Kotlin,11,12
senior,Developer Advocate,C,10,13
senior,Developer Advocate,PowerShell,10,14
senior,Developer Advocate,C++,9,15
senior,Developer Advocate,Swift,8,16
senior,Developer Advocate,Ruby,7,17
senior,Developer Advocate,Dart,5,18
senior,Developer Advocate,Objective-C,3,19
senior,Developer Advocate,Groovy,3,20
senior,Developer Advocate,Elixir,3,21
senior,Developer Advocate,Apex,2,22
senior,Developer Advocate,Lua,2,23
senior,Developer Advocate,Visual Basic (.Net),2,24
senior,Developer Advocate,Scala,1,25
senior,Developer Advocate,R,1,26
senior,Developer Advocate,Assembly,1,27
senior,Developer Advocate,Prolog,1,28
senior,Developer Advocate,Lisp,1,29
senior,Developer Advocate,Ada,1,30
senior,Developer Advocate,Solidity,1,31
senior,Developer Advocate,F#,1,32
senior,Developer Advocate,Perl,1,33
senior,Developer Experience,JavaScript,75,1
senior,Developer Experience,Python,63,2
senior,Developer Experience,Bash/Shell (all shells),59,3
senior,Developer Experience,TypeScript,52,4
senior,Developer Experience,HTML/CSS,48,5
senior,Developer Experience,SQL,43,6
senior,Developer Experience,Go,38,7
senior,Developer Experience,Java,27,8
senior,Developer Experience,C#,23,9
senior,Developer Experience,Groovy,22,10
senior,Developer Experience,Rust,21,11
senior,Developer Experience,C++,19,12
senior,Developer Experience,PHP,17,13
senior,Developer Experience,Ruby,17,14
senior,Developer Experience,Kotlin,15,15
senior,Developer Experience,Dart,11,16
senior,Developer Experience,PowerShell,9,17
senior,Developer Experience,C,9,18
senior,Developer Experience,Swift,7,19
senior,Developer Experience,Lua,7,20
senior,Developer Experience,Objective-C,6,21
senior,Developer Experience,Scala,5,22
senior,Developer Experience,Zig,5,23
senior,Developer Experience,Elixir,4,24
senior,Developer Experience,Delphi,4,25
senior,Developer Experience,GDScript,3,26
senior,Developer Experience,Assembly,3,27
senior,Developer Experience,Lisp,3,28
senior,Developer Experience,VBA,3,29
senior,Developer Experience,F#,2,30
senior,Developer Experience,Haskell,2,31
senior,Developer Experience,Visual Basic (.Net),2,32
senior,Developer Experience,Perl,2,33
senior,Developer Experience,R,1,34
senior,Developer Experience,Clojure,1,35
senior,Developer Experience,Flow,1,36
senior,Developer Experience,Crystal,1,37
senior,Developer Experience,Erlang,1,38
senior,Developer Experience,Solidity,1,39
senior,Developer Experience,MATLAB,1,40
senior,Developer Experience,Fortran,1,41
senior,Developer Experience,Cobol,1,42
senior,"Developer, QA or test",JavaScript,3077,1
senior,"Developer, QA or test",SQL,2698,2
senior,"Developer, QA or test",HTML/CSS,2680,3
senior,"Developer, QA or test",Python,1859,4
senior,"Developer, QA or test",Java,1705,5
senior,"Developer, QA or test",TypeScript,1545,6
senior,"Developer, QA or test",C#,1537,7
senior,"Developer, QA or test",PHP,1175,8
senior,"Developer, QA or test",Bash/Shell,898,9
senior,"Developer, QA or test",Bash/Shell/PowerShell,890,10
senior,"Developer, QA or test",C++,804,11
senior,"Developer, QA or test",C,719,12
senior,"Developer, QA or test",Go,540,13
senior,"Developer, QA or test",Node.js,533,14
senior,"Developer, QA or test",PowerShell,503,15
senior,"Developer, QA or test",Kotlin,429,16
senior,"Developer, QA or test",Ruby,393,17
senior,"Developer, QA or test",VBA,304,18
senior,"Developer, QA or test",Rust,251,19
senior,"Developer, QA or test",Swift,233,20
senior,"Developer, QA or test",Assembly,214,21
senior,"Developer, QA or test",Perl,206,22
senior,"Developer, QA or test",Dart,205,23
senior,"Developer, QA or test",Groovy,205,24
senior,"Developer, QA or test",Objective-C,179,25
senior,"Developer, QA or test",R,149,26
senior,"Developer, QA or test",Scala,149,27
senior,"Developer, QA or test",Delphi,75,28
senior,"Developer, QA or test",Haskell,67,29
senior,"Developer, QA or test",Lua,62,30
senior,"Developer, QA or test",Elixir,59,31
senior,"Developer, QA or test",Bash/Shell (all shells),54,32
senior,"Developer, QA or test",F#,44,33
senior,"Developer, QA or test",Clojure,39,34
senior,"Developer, QA or test",Erlang,37,35
senior,"Developer, QA or test",Julia,32,36
senior,"Developer, QA or test",Matlab,32,37
senior,"Developer, QA or test",Other(s):,31,38
senior,"Developer, QA or test",MATLAB,29,39
senior,"Developer, QA or test",Solidity,25,40
senior,"Developer, QA or test",Crystal,25,41
senior,"Developer, QA or test",LISP,24,42
senior,"Developer, QA or test",OCaml,13,43
senior,"Developer, QA or test",COBOL,13,44
senior,"Developer, QA or test",Fortran,10,45
senior,"Developer, QA or test",SAS,9,46
senior,"Developer, QA or test",APL,8,47
senior,"Developer, QA or test",WebAssembly,5,48
senior,"Developer, QA or test",GDScript,3,49
senior,"Developer, QA or test",Visual Basic (.Net),3,50
senior,"Developer, QA or test",Nim,1,51
senior,"Developer, QA or test",Prolog,1,52
senior,"Developer, QA or test",Raku,1,53
senior,"Developer, QA or test",Lisp,1,54
senior,"Developer, back-end",JavaScript,25651,1
senior,"Developer, back-end",SQL,23870,2
senior,"Developer, back-end",HTML/CSS,20282,3
senior,"Developer, back-end",Python,16262,4
senior,"Developer, back-end",Java,14777,5
senior,"Developer, back-end",TypeScript,13668,6
senior,"Developer, back-end",C#,12629,7
senior,"Developer, back-end",PHP,8500,8
senior,"Developer, back-end",Bash/Shell,6882,9
senior,"Developer, back-end",Go,6238,10
senior,"Developer, back-end",C++,5987,11
senior,"Developer, back-end",Bash/Shell/PowerShell,5531,12
senior,"Developer, back-end",C,4992,13
senior,"Developer, back-end",Node.js,4004,14
senior,"Developer, back-end",Ruby,3728,15
senior,"Developer, back-end",Kotlin,3718,16
senior,"Developer, back-end",PowerShell,3493,17
senior,"Developer, back-end",Rust,3027,18
senior,"Developer, back-end",Scala,2234,19
senior,"Developer, back-end",Bash/Shell (all shells),2005,20
senior,"Developer, back-end",VBA,1566,21
senior,"Developer, back-end",Swift,1512,22
senior,"Developer, back-end",Dart,1497,23
senior,"Developer, back-end",Groovy,1382,24
senior,"Developer, back-end",Assembly,1248,25
senior,"Developer, back-end",Perl,1136,26
senior,"Developer, back-end",R,1116,27
senior,"Developer, back-end",Objective-C,1028,28
senior,"Developer, back-end",Elixir,993,29
senior,"Developer, back-end",Clojure,768,30
senior,"Developer, back-end",Haskell,651,31
senior,"Developer, back-end",Lua,575,32
senior,"Developer, back-end",Delphi,498,33
senior,"Developer, back-end",Erlang,442,34
senior,"Developer, back-end",F#,397,35
senior,"Developer, back-end",MATLAB,253,36
senior,"Developer, back-end",LISP,217,37
senior,"Developer, back-end",Matlab,200,38
senior,"Developer, back-end",Solidity,188,39
senior,"Developer, back-end",Other(s):,184,40
senior,"Developer, back-end",Julia,183,41
senior,"Developer, back-end",Crystal,145,42
senior,"Developer, back-end",Visual Basic (.Net),126,43
senior,"Developer, back-end",COBOL,108,44
