YearsGroup,DevType,Language,Count,Rank
senior,"Developer, back-end",Lisp,65,45
senior,"Developer, back-end",Fortran,64,46
senior,"Developer, back-end",OCaml,57,47
senior,"Developer, back-end",APL,54,48
senior,"Developer, back-end",GDScript,48,49
senior,"Developer, back-end",Prolog,39,50
senior,"Developer, back-end",SAS,36,51
senior,"Developer, back-end",Zig,27,52
senior,"Developer, back-end",Apex,25,53
senior,"Developer, back-end",Ada,24,54
senior,"Developer, back-end",WebAssembly,24,55
senior,"Developer, back-end",Cobol,14,56
senior,"Developer, back-end",Nim,12,57
senior,"Developer, back-end",Flow,4,58
senior,"Developer, back-end",Raku,3,59
senior,"Developer, desktop or enterprise applications",JavaScript,8394,1
senior,"Developer, desktop or enterprise applications",SQL,8091,2
senior,"Developer, desktop or enterprise applications",HTML/CSS,7279,3
senior,"Developer, desktop or enterprise applications",C#,6675,4
senior,"Developer, desktop or enterprise applications",Java,4653,5
senior,"Developer, desktop or enterprise applications",TypeScript,4428,6
senior,"Developer, desktop or enterprise applications",Python,4427,7
senior,"Developer, desktop or enterprise applications",C++,3174,8
senior,"Developer, desktop or enterprise applications",PHP,2476,9
senior,"Developer, desktop or enterprise applications",C,2421,10
senior,"Developer, desktop or enterprise applications",Bash/Shell/PowerShell,2301,11
senior,"Developer, desktop or enterprise applications",Bash/Shell,1801,12
senior,"Developer, desktop or enterprise applications",PowerShell,1636,13
senior,"Developer, desktop or enterprise applications",Node.js,1256,14
senior,"Developer, desktop or enterprise applications",VBA,1154,15
senior,"Developer, desktop or enterprise applications",Go,1130,16
senior,"Developer, desktop or enterprise applications",Kotlin,929,17
senior,"Developer, desktop or enterprise applications",Rust,741,18
senior,"Developer, desktop or enterprise applications",Assembly,707,19
senior,"Developer, desktop or enterprise applications",Swift,682,20
senior,"Developer, desktop or enterprise applications",Ruby,652,21
senior,"Developer, desktop or enterprise applications",Objective-C,578,22
senior,"Developer, desktop or enterprise applications",Delphi,563,23
senior,"Developer, desktop or enterprise applications",Dart,529,24
senior,"Developer, desktop or enterprise applications",Perl,415,25
senior,"Developer, desktop or enterprise applications",R,391,26
senior,"Developer, desktop or enterprise applications",Scala,375,27
senior,"Developer, desktop or enterprise applications",Groovy,327,28
senior,"Developer, desktop or enterprise applications",Bash/Shell (all shells),239,29
senior,"Developer, desktop or enterprise applications",F#,173,30
senior,"Developer, desktop or enterprise applications",Haskell,167,31
senior,"Developer, desktop or enterprise applications",Lua,132,32
senior,"Developer, desktop or enterprise applications",Clojure,132,33
senior,"Developer, desktop or enterprise applications",MATLAB,111,34
senior,"Developer, desktop or enterprise applications",Other(s):,103,35
senior,"Developer, desktop or enterprise applications",Elixir,99,36
senior,"Developer, desktop or enterprise applications",Matlab,95,37
senior,"Developer, desktop or enterprise applications",Visual Basic (.Net),93,38
senior,"Developer, desktop or enterprise applications",LISP,82,39
senior,"Developer, desktop or enterprise applications",Erlang,72,40
senior,"Developer, desktop or enterprise applications",COBOL,72,41
senior,"Developer, desktop or enterprise applications",Crystal,62,42
senior,"Developer, desktop or enterprise applications",Julia,42,43
senior,"Developer, desktop or enterprise applications",Fortran,42,44
senior,"Developer, desktop or enterprise applications",Solidity,34,45
senior,"Developer, desktop or enterprise applications",APL,27,46
senior,"Developer, desktop or enterprise applications",SAS,17,47
senior,"Developer, desktop or enterprise applications",WebAssembly,17,48
senior,"Developer, desktop or enterprise applications",Ada,11,49
senior,"Developer, desktop or enterprise applications",Cobol,11,50
senior,"Developer, desktop or enterprise applications",Lisp,11,51
senior,"Developer, desktop or enterprise applications",Apex,10,52
senior,"Developer, desktop or enterprise applications",OCaml,8,53
senior,"Developer, desktop or enterprise applications",GDScript,6,54
senior,"Developer, desktop or enterprise applications",Prolog,5,55
senior,"Developer, desktop or enterprise applications",Flow,3,56
senior,"Developer, desktop or enterprise applications",Zig,2,57
senior,"Developer, embedded applications or devices",JavaScript,2659,1
senior,"Developer, embedded applications or devices",HTML/CSS,2323,2
senior,"Developer, embedded applications or devices",SQL,2292,3
senior,"Developer, embedded applications or devices",Python,2240,4
senior,"Developer, embedded applications or devices",C++,2024,5
senior,"Developer, embedded applications or devices",C,1972,6
senior,"Developer, embedded applications or devices",C#,1646,7
senior,"Developer, embedded applications or devices",Java,1567,8
senior,"Developer, embedded applications or devices",TypeScript,1297,9
senior,"Developer, embedded applications or devices",PHP,1020,10
senior,"Developer, embedded applications or devices",Bash/Shell/PowerShell,985,11
senior,"Developer, embedded applications or devices",Bash/Shell,845,12
senior,"Developer, embedded applications or devices",Assembly,603,13
senior,"Developer, embedded applications or devices",Go,585,14
senior,"Developer, embedded applications or devices",Rust,521,15
senior,"Developer, embedded applications or devices",Node.js,456,16
senior,"Developer, embedded applications or devices",Kotlin,433,17
senior,"Developer, embedded applications or devices",PowerShell,430,18
senior,"Developer, embedded applications or devices",Swift,396,19
senior,"Developer, embedded applications or devices",Objective-C,351,20
senior,"Developer, embedded applications or devices",VBA,341,21
senior,"Developer, embedded applications or devices",Ruby,290,22
senior,"Developer, embedded applications or devices",Dart,274,23
senior,"Developer, embedded applications or devices",Perl,195,24
senior,"Developer, embedded applications or devices",Delphi,163,25
senior,"Developer, embedded applications or devices",R,155,26
senior,"Developer, embedded applications or devices",Bash/Shell (all shells),155,27
senior,"Developer, embedded applications or devices",Scala,119,28
senior,"Developer, embedded applications or devices",Groovy,103,29
senior,"Developer, embedded applications or devices",Lua,97,30
senior,"Developer, embedded applications or devices",MATLAB,85,31
senior,"Developer, embedded applications or devices",Haskell,84,32
senior,"Developer, embedded applications or devices",Elixir,67,33
senior,"Developer, embedded applications or devices",Matlab,59,34
senior,"Developer, embedded applications or devices",Other(s):,51,35
senior,"Developer, embedded applications or devices",LISP,46,36
senior,"Developer, embedded applications or devices",Erlang,44,37
senior,"Developer, embedded applications or devices",Julia,40,38
senior,"Developer, embedded applications or devices",F#,37,39
senior,"Developer, embedded applications or devices",Clojure,33,40
senior,"Developer, embedded applications or devices",Crystal,26,41
senior,"Developer, embedded applications or devices",COBOL,20,42
senior,"Developer, embedded applications or devices",Visual Basic (.Net),15,43
senior,"Developer, embedded applications or devices",Fortran,15,44
senior,"Developer, embedded applications or devices",APL,13,45
senior,"Developer, embedded applications or devices",Solidity,12,46
senior,"Developer, embedded applications or devices",WebAssembly,11,47
senior,"Developer, embedded applications or devices",Ada,8,48
senior,"Developer, embedded applications or devices",OCaml,7,49
senior,"Developer, embedded applications or devices",SAS,7,50
senior,"Developer, embedded applications or devices",Zig,4,51
senior,"Developer, embedded applications or devices",Lisp,3,52
senior,"Developer, embedded applications or devices",GDScript,2,53
senior,"Developer, embedded applications or devices",Prolog,2,54
senior,"Developer, embedded applications or devices",Nim,2,55
senior,"Developer, embedded applications or devices",Cobol,1,56
senior,"Developer, embedded applications or devices",Apex,1,57
senior,"Developer, front-end",JavaScript,16192,1
senior,"Developer, front-end",HTML/CSS,14337,2
senior,"Developer, front-end",SQL,11078,3
senior,"Developer, front-end",TypeScript,9963,4
senior,"Developer, front-end",C#,6646,5
senior,"Developer, front-end",Python,6145,6
senior,"Developer, front-end",Java,6044,7
senior,"Developer, front-end",PHP,5615,8
senior,"Developer, front-end",Node.js,3078,9
senior,"Developer, front-end",Bash/Shell,2932,10
senior,"Developer, front-end",Bash/Shell/PowerShell,2805,11
senior,"Developer, front-end",C++,2641,12
senior,"Developer, front-end",C,2234,13
senior,"Developer, front-end",Go,1810,14
senior,"Developer, front-end",PowerShell,1601,15
senior,"Developer, front-end",Ruby,1515,16
senior,"Developer, front-end",Kotlin,1492,17
senior,"Developer, front-end",Swift,1154,18
senior,"Developer, front-end",Dart,1110,19
senior,"Developer, front-end",VBA,991,20
senior,"Developer, front-end",Rust,956,21
senior,"Developer, front-end",Objective-C,785,22
senior,"Developer, front-end",Assembly,604,23
senior,"Developer, front-end",R,495,24
senior,"Developer, front-end",Scala,473,25
senior,"Developer, front-end",Perl,452,26
senior,"Developer, front-end",Groovy,372,27
senior,"Developer, front-end",Elixir,291,28
senior,"Developer, front-end",Delphi,271,29
senior,"Developer, front-end",Haskell,267,30
senior,"Developer, front-end",Bash/Shell (all shells),245,31
senior,"Developer, front-end",Clojure,216,32
senior,"Developer, front-end",Lua,176,33
senior,"Developer, front-end",F#,140,34
senior,"Developer, front-end",Matlab,137,35
senior,"Developer, front-end",MATLAB,107,36
senior,"Developer, front-end",Other(s):,106,37
senior,"Developer, front-end",Erlang,105,38
senior,"Developer, front-end",Solidity,96,39
senior,"Developer, front-end",LISP,85,40
senior,"Developer, front-end",Julia,63,41
senior,"Developer, front-end",COBOL,59,42
senior,"Developer, front-end",Crystal,49,43
senior,"Developer, front-end",SAS,31,44
senior,"Developer, front-end",OCaml,25,45
senior,"Developer, front-end",Fortran,23,46
senior,"Developer, front-end",WebAssembly,23,47
senior,"Developer, front-end",APL,22,48
senior,"Developer, front-end",Visual Basic (.Net),15,49
senior,"Developer, front-end",GDScript,8,50
senior,"Developer, front-end",Prolog,7,51
senior,"Developer, front-end",Flow,5,52
senior,"Developer, front-end",Zig,4,53
senior,"Developer, front-end",Lisp,4,54
senior,"Developer, front-end",Apex,3,55
senior,"Developer, front-end",Cobol,2,56
senior,"Developer, front-end",Raku,1,57
senior,"Developer, front-end",Ada,1,58
senior,"Developer, full-stack",JavaScript,37104,1
senior,"Developer, full-stack",HTML/CSS,31311,2
senior,"Developer, full-stack",SQL,28170,3
senior,"Developer, full-stack",TypeScript,22841,4
senior,"Developer, full-stack",C#,16587,5
senior,"Developer, full-stack",Python,16455,6
senior,"Developer, full-stack",Java,14666,7
senior,"Developer, full-stack",PHP,11495,8
senior,"Developer, full-stack",Bash/Shell,6727,9
senior,"Developer, full-stack",C++,5932,10
senior,"Developer, full-stack",Node.js,5914,11
senior,"Developer, full-stack",Go,5299,12
senior,"Developer, full-stack",Bash/Shell/PowerShell,5158,13
senior,"Developer, full-stack",PowerShell,5009,14
senior,"Developer, full-stack",C,4810,15
senior,"Developer, full-stack",Ruby,4470,16
senior,"Developer, full-stack",Kotlin,3648,17
senior,"Developer, full-stack",Bash/Shell (all shells),3097,18
senior,"Developer, full-stack",Rust,2924,19
senior,"Developer, full-stack",Dart,2329,20
senior,"Developer, full-stack",Swift,2134,21
senior,"Developer, full-stack",VBA,1980,22
senior,"Developer, full-stack",Scala,1408,23
senior,"Developer, full-stack",Objective-C,1352,24
senior,"Developer, full-stack",Groovy,1267,25
senior,"Developer, full-stack",Assembly,1233,26
senior,"Developer, full-stack",R,1198,27
senior,"Developer, full-stack",Elixir,1138,28
senior,"Developer, full-stack",Perl,1063,29
senior,"Developer, full-stack",Clojure,832,30
senior,"Developer, full-stack",Lua,715,31
senior,"Developer, full-stack",Delphi,657,32
senior,"Developer, full-stack",Haskell,631,33
senior,"Developer, full-stack",F#,465,34
senior,"Developer, full-stack",Visual Basic (.Net),434,35
senior,"Developer, full-stack",MATLAB,351,36
senior,"Developer, full-stack",Erlang,346,37
senior,"Developer, full-stack",Solidity,269,38
senior,"Developer, full-stack",Matlab,263,39
senior,"Developer, full-stack",LISP,211,40
senior,"Developer, full-stack",Julia,180,41
senior,"Developer, full-stack",Other(s):,159,42
senior,"Developer, full-stack",Crystal,152,43
senior,"Developer, full-stack",GDScript,102,44
senior,"Developer, full-stack",COBOL,99,45
senior,"Developer, full-stack",Lisp,94,46
senior,"Developer, full-stack",Fortran,86,47
senior,"Developer, full-stack",OCaml,80,48
senior,"Developer, full-stack",Apex,63,49
senior,"Developer, full-stack",SAS,62,50
senior,"Developer, full-stack",APL,49,51
senior,"Developer, full-stack",Prolog,46,52
senior,"Developer, full-stack",Cobol,44,53
senior,"Developer, full-stack",Zig,40,54
senior,"Developer, full-stack",Flow,38,55
senior,"Developer, full-stack",WebAssembly,29,56
senior,"Developer, full-stack",Nim,22,57
senior,"Developer, full-stack",Ada,21,58
senior,"Developer, full-stack",Raku,7,59
senior,"Developer, game or graphics",JavaScript,1502,1
senior,"Developer, game or graphics",HTML/CSS,1298,2
senior,"Developer, game or graphics",C#,1154,3
senior,"Developer, game or graphics",SQL,1102,4
senior,"Developer, game or graphics",Python,934,5
senior,"Developer, game or graphics",C++,866,6
senior,"Developer, game or graphics",TypeScript,811,7
senior,"Developer, game or graphics",Java,793,8
senior,"Developer, game or graphics",PHP,607,9
senior,"Developer, game or graphics",C,592,10
senior,"Developer, game or graphics",Bash/Shell/PowerShell,449,11
senior,"Developer, game or graphics",Bash/Shell,307,12
senior,"Developer, game or graphics",Go,254,13
senior,"Developer, game or graphics",Node.js,253,14
senior,"Developer, game or graphics",Rust,246,15
senior,"Developer, game or graphics",Kotlin,232,16
senior,"Developer, game or graphics",Assembly,221,17
senior,"Developer, game or graphics",Swift,221,18
senior,"Developer, game or graphics",Objective-C,209,19
senior,"Developer, game or graphics",PowerShell,184,20
senior,"Developer, game or graphics",Ruby,177,21
senior,"Developer, game or graphics",Dart,144,22
senior,"Developer, game or graphics",VBA,131,23
senior,"Developer, game or graphics",Perl,70,24
senior,"Developer, game or graphics",Scala,68,25
senior,"Developer, game or graphics",Lua,67,26
senior,"Developer, game or graphics",R,66,27
senior,"Developer, game or graphics",Haskell,39,28
senior,"Developer, game or graphics",Bash/Shell (all shells),37,29
senior,"Developer, game or graphics",Other(s):,37,30
senior,"Developer, game or graphics",Delphi,36,31
senior,"Developer, game or graphics",Groovy,33,32
senior,"Developer, game or graphics",Elixir,32,33
senior,"Developer, game or graphics",F#,30,34
senior,"Developer, game or graphics",LISP,23,35
senior,"Developer, game or graphics",Erlang,21,36
senior,"Developer, game or graphics",Matlab,21,37
senior,"Developer, game or graphics",Julia,20,38
senior,"Developer, game or graphics",MATLAB,17,39
senior,"Developer, game or graphics",Clojure,17,40
senior,"Developer, game or graphics",Solidity,11,41
senior,"Developer, game or graphics",WebAssembly,11,42
senior,"Developer, game or graphics",GDScript,10,43
senior,"Developer, game or graphics",COBOL,10,44
senior,"Developer, game or graphics",Fortran,6,45
senior,"Developer, game or graphics",Zig,5,46
senior,"Developer, game or graphics",APL,5,47
senior,"Developer, game or graphics",Crystal,5,48
senior,"Developer, game or graphics",OCaml,4,49
senior,"Developer, game or graphics",Lisp,3,50
senior,"Developer, game or graphics",SAS,3,51
senior,"Developer, game or graphics",Nim,2,52
senior,"Developer, game or graphics",Visual Basic (.Net),1,53
senior,"Developer, game or graphics",Prolog,1,54
senior,"Developer, mobile",JavaScript,6665,1
senior,"Developer, mobile",HTML/CSS,5584,2
senior,"Developer, mobile",SQL,5013,3
senior,"Developer, mobile",Java,4362,4
senior,"Developer, mobile",TypeScript,3839,5
senior,"Developer, mobile",C#,3320,6
senior,"Developer, mobile",Python,3023,7
senior,"Developer, mobile",PHP,2638,8
senior,"Developer, mobile",Kotlin,2486,9
senior,"Developer, mobile",Swift,2373,10
senior,"Developer, mobile",C++,1817,11
senior,"Developer, mobile",Objective-C,1596,12
senior,"Developer, mobile",C,1589,13
senior,"Developer, mobile",Dart,1569,14
senior,"Developer, mobile",Node.js,1430,15
senior,"Developer, mobile",Bash/Shell,1278,16
senior,"Developer, mobile",Bash/Shell/PowerShell,1259,17
senior,"Developer, mobile",Go,866,18
senior,"Developer, mobile",Ruby,796,19
senior,"Developer, mobile",PowerShell,594,20
senior,"Developer, mobile",VBA,452,21
senior,"Developer, mobile",Assembly,429,22
senior,"Developer, mobile",Rust,411,23
senior,"Developer, mobile",Groovy,260,24
senior,"Developer, mobile",R,217,25
senior,"Developer, mobile",Delphi,216,26
senior,"Developer, mobile",Scala,204,27
senior,"Developer, mobile",Perl,198,28
senior,"Developer, mobile",Bash/Shell (all shells),136,29
senior,"Developer, mobile",Elixir,133,30
senior,"Developer, mobile",Haskell,123,31
senior,"Developer, mobile",Matlab,96,32
senior,"Developer, mobile",MATLAB,87,33
senior,"Developer, mobile",Lua,79,34
senior,"Developer, mobile",Clojure,75,35
senior,"Developer, mobile",F#,62,36
senior,"Developer, mobile",Other(s):,54,37
senior,"Developer, mobile",Erlang,49,38
senior,"Developer, mobile",LISP,44,39
senior,"Developer, mobile",Solidity,40,40
senior,"Developer, mobile",Julia,36,41
senior,"Developer, mobile",COBOL,36,42
senior,"Developer, mobile",Crystal,32,43
senior,"Developer, mobile",APL,14,44
senior,"Developer, mobile",OCaml,12,45
senior,"Developer, mobile",GDScript,12,46
senior,"Developer, mobile",Fortran,12,47
senior,"Developer, mobile",SAS,11,48
senior,"Developer, mobile",WebAssembly,11,49
senior,"Developer, mobile",Visual Basic (.Net),10,50
senior,"Developer, mobile",Lisp,3,51
senior,"Developer, mobile",Zig,2,52
senior,"Developer, mobile",Flow,2,53
senior,"Developer, mobile",Apex,2,54
senior,"Developer, mobile",Ada,1,55
senior,"Developer, mobile",Prolog,1,56
senior,"Developer, mobile",Cobol,1,57
senior,"Developer, mobile",Nim,1,58
senior,Educator,JavaScript,1813,1
senior,Educator,HTML/CSS,1660,2
senior,Educator,SQL,1495,3
senior,Educator,Python,1099,4
senior,Educator,Java,949,5
senior,Educator,TypeScript,861,6
senior,Educator,C#,804,7
senior,Educator,PHP,795,8
senior,Educator,C++,578,9
senior,Educator,Bash/Shell/PowerShell,552,10
senior,Educator,C,518,11
senior,Educator,Bash/Shell,446,12
senior,Educator,Go,307,13
senior,Educator,Node.js,298,14
senior,Educator,Kotlin,259,15
senior,Educator,Ruby,247,16
senior,Educator,R,196,17
senior,Educator,PowerShell,194,18
senior,Educator,Swift,174,19
senior,Educator,Assembly,169,20
senior,Educator,VBA,163,21
senior,Educator,Rust,148,22
senior,Educator,Dart,148,23
senior,Educator,Objective-C,133,24
senior,Educator,Scala,103,25
senior,Educator,Perl,83,26
senior,Educator,Haskell,64,27
senior,Educator,Groovy,62,28
senior,Educator,Delphi,43,29
senior,Educator,Clojure,40,30
senior,Educator,Elixir,39,31
senior,Educator,Other(s):,38,32
senior,Educator,F#,32,33
senior,Educator,Lua,30,34
senior,Educator,Matlab,30,35
senior,Educator,MATLAB,28,36
senior,Educator,LISP,26,37
senior,Educator,Erlang,26,38
senior,Educator,Julia,22,39
senior,Educator,Bash/Shell (all shells),20,40
senior,Educator,COBOL,14,41
senior,Educator,Crystal,10,42
senior,Educator,Fortran,9,43
senior,Educator,Solidity,9,44
senior,Educator,APL,8,45
senior,Educator,OCaml,6,46
senior,Educator,WebAssembly,6,47
senior,Educator,SAS,4,48
senior,Educator,Lisp,3,49
senior,Educator,Visual Basic (.Net),3,50
senior,Educator,GDScript,2,51
senior,Educator,Nim,1,52
senior,Educator,Cobol,1,53
senior,Educator,Prolog,1,54
senior,"Engineer, data",Python,3688,1
senior,"Engineer, data",SQL,3678,2
senior,"Engineer, data",JavaScript,2907,3
senior,"Engineer, data",HTML/CSS,2367,4
senior,"Engineer, data",Java,1958,5
senior,"Engineer, data",TypeScript,1250,6
senior,"Engineer, data",C#,1221,7
senior,"Engineer, data",Bash/Shell,1218,8
senior,"Engineer, data",Bash/Shell/PowerShell,937,9
senior,"Engineer, data",C++,912,10
senior,"Engineer, data",PHP,901,11
senior,"Engineer, data",Scala,818,12
senior,"Engineer, data",C,808,13
senior,"Engineer, data",Go,757,14
senior,"Engineer, data",R,628,15
senior,"Engineer, data",PowerShell,529,16
senior,"Engineer, data",Node.js,508,17
senior,"Engineer, data",Rust,410,18
senior,"Engineer, data",VBA,392,19
senior,"Engineer, data",Ruby,389,20
senior,"Engineer, data",Kotlin,339,21
senior,"Engineer, data",Bash/Shell (all shells),254,22
senior,"Engineer, data",Assembly,220,23
senior,"Engineer, data",Perl,213,24
senior,"Engineer, data",Groovy,159,25
senior,"Engineer, data",Swift,156,26
senior,"Engineer, data",Clojure,137,27
senior,"Engineer, data",Objective-C,132,28
senior,"Engineer, data",Dart,131,29
senior,"Engineer, data",Haskell,101,30
senior,"Engineer, data",Julia,88,31
senior,"Engineer, data",Delphi,86,32
senior,"Engineer, data",Matlab,86,33
senior,"Engineer, data",Elixir,79,34
senior,"Engineer, data",MATLAB,73,35
senior,"Engineer, data",Lua,59,36
senior,"Engineer, data",F#,53,37
senior,"Engineer, data",Erlang,49,38
senior,"Engineer, data",LISP,46,39
senior,"Engineer, data",SAS,29,40
senior,"Engineer, data",Other(s):,29,41
senior,"Engineer, data",COBOL,28,42
senior,"Engineer, data",Fortran,27,43
senior,"Engineer, data",Solidity,26,44
senior,"Engineer, data",Crystal,25,45
senior,"Engineer, data",APL,16,46
senior,"Engineer, data",Visual Basic (.Net),12,47
senior,"Engineer, data",OCaml,9,48
senior,"Engineer, data",Lisp,4,49
senior,"Engineer, data",Prolog,3,50
senior,"Engineer, data",GDScript,3,51
senior,"Engineer, data",WebAssembly,3,52
senior,"Engineer, data",Cobol,2,53
senior,"Engineer, data",Nim,2,54
senior,"Engineer, data",Apex,2,55
senior,"Engineer, data",Zig,2,56
senior,"Engineer, site reliability",JavaScript,2047,1
senior,"Engineer, site reliability",Python,1894,2
senior,"Engineer, site reliability",SQL,1885,3
senior,"Engineer, site reliability",HTML/CSS,1608,4
senior,"Engineer, site reliability",Java,1132,5
senior,"Engineer, site reliability",Go,1081,6
senior,"Engineer, site reliability",TypeScript,1073,7
senior,"Engineer, site reliability",Bash/Shell,1071,8
senior,"Engineer, site reliability",C#,767,9
senior,"Engineer, site reliability",PHP,731,10
senior,"Engineer, site reliability",Bash/Shell/PowerShell,705,11
senior,"Engineer, site reliability",C++,519,12
senior,"Engineer, site reliability",Ruby,513,13
senior,"Engineer, site reliability",C,509,14
senior,"Engineer, site reliability",Node.js,466,15
senior,"Engineer, site reliability",PowerShell,383,16
senior,"Engineer, site reliability",Rust,374,17
senior,"Engineer, site reliability",Kotlin,269,18
senior,"Engineer, site reliability",Perl,218,19
senior,"Engineer, site reliability",Scala,203,20
senior,"Engineer, site reliability",Groovy,187,21
senior,"Engineer, site reliability",Bash/Shell (all shells),138,22
senior,"Engineer, site reliability",Assembly,137,23
senior,"Engineer, site reliability",Swift,120,24
senior,"Engineer, site reliability",R,113,25
senior,"Engineer, site reliability",VBA,113,26
senior,"Engineer, site reliability",Elixir,111,27
senior,"Engineer, site reliability",Dart,100,28
senior,"Engineer, site reliability",Objective-C,98,29
senior,"Engineer, site reliability",Haskell,78,30
senior,"Engineer, site reliability",Clojure,75,31
senior,"Engineer, site reliability",Lua,70,32
senior,"Engineer, site reliability",Erlang,69,33
senior,"Engineer, site reliability",LISP,28,34
senior,"Engineer, site reliability",Delphi,27,35
senior,"Engineer, site reliability",F#,27,36
senior,"Engineer, site reliability",Julia,26,37
senior,"Engineer, site reliability",Matlab,25,38
senior,"Engineer, site reliability",Solidity,24,39
senior,"Engineer, site reliability",MATLAB,24,40
senior,"Engineer, site reliability",Crystal,18,41
senior,"Engineer, site reliability",Other(s):,15,42
senior,"Engineer, site reliability",Fortran,8,43
senior,"Engineer, site reliability",COBOL,8,44
senior,"Engineer, site reliability",APL,5,45
senior,"Engineer, site reliability",OCaml,5,46
senior,"Engineer, site reliability",SAS,3,47
senior,"Engineer, site reliability",WebAssembly,3,48
senior,"Engineer, site reliability",GDScript,2,49
senior,"Engineer, site reliability",Lisp,2,50
senior,"Engineer, site reliability",Visual Basic (.Net),2,51
senior,"Engineer, site reliability",Apex,2,52
senior,"Engineer, site reliability",Zig,1,53
senior,"Engineer, site reliability",Cobol,1,54
senior,"Engineer, site reliability",Raku,1,55
senior,Engineering manager,JavaScript,4203,1
senior,Engineering manager,SQL,3508,2
senior,Engineering manager,HTML/CSS,3285,3
senior,Engineering manager,Python,2594,4
senior,Engineering manager,TypeScript,2486,5
senior,Engineering manager,Java,1917,6
senior,Engineering manager,C#,1836,7
senior,Engineering manager,PHP,1296,8
senior,Engineering manager,Bash/Shell,1228,9
senior,Engineering manager,Go,1044,10
senior,Engineering manager,C++,931,11
senior,Engineering manager,Ruby,809,12
senior,Engineering manager,C,795,13
senior,Engineering manager,Node.js,772,14
senior,Engineering manager,Bash/Shell/PowerShell,731,15
senior,Engineering manager,PowerShell,639,16
